asset_id,male,female,unknownUsers,percentMale,percentFemale,near_even,total_interactions
Frequency-BeIN-SPORTS-XTRA,757,850,2762,47%,53%,1,4369
Z005,282,325,986,46%,54%,1,1593
4205055,241,284,1019,46%,54%,1,1544
4230306,244,298,949,45%,55%,1,1491
3007812,227,262,798,46%,54%,1,1287
3286808,205,245,726,46%,54%,1,1176
3248539,171,187,674,48%,52%,1,1032
3036488,182,201,644,48%,52%,1,1027
2954014,170,185,652,48%,52%,1,1007
3248545,169,184,610,48%,52%,1,963
3036548,172,192,588,47%,53%,1,952
3959818,158,186,600,46%,54%,1,944
3036569,160,175,605,48%,52%,1,940
3248548,154,180,569,46%,54%,1,903
4091195,163,189,550,46%,54%,1,902
Z113,154,187,558,45%,55%,1,899
3036601,154,173,548,47%,53%,1,875
3036624,150,166,558,47%,53%,1,874
3036598,142,172,558,45%,55%,1,872
3993245,148,180,542,45%,55%,1,870
3037598,147,171,549,46%,54%,1,867
3036562,145,177,544,45%,55%,1,866
4174205,139,163,541,46%,54%,1,843
3029993,136,157,545,46%,54%,1,838
Z061,149,167,520,47%,53%,1,836
3291959,146,154,525,49%,51%,1,825
Z071,144,156,519,48%,52%,1,819
4001264,137,163,509,46%,54%,1,809
4118148,140,151,514,48%,52%,1,805
3036623,139,151,512,48%,52%,1,802
3286804,132,154,515,46%,54%,1,801
3286818,131,143,526,48%,52%,1,800
3004868,128,156,511,45%,55%,1,795
4058208,143,151,500,49%,51%,1,794
Z002,145,171,477,46%,54%,1,793
Z119,137,164,490,46%,54%,1,791
2894156,128,133,528,49%,51%,1,789
3971117,139,153,495,48%,52%,1,787
3036561,151,165,471,48%,52%,1,787
3036573,129,150,506,46%,54%,1,785
3286815,141,158,483,47%,53%,1,782
3968932,147,156,471,49%,51%,1,774
3286822,134,150,482,47%,53%,1,766
2975571,125,152,487,45%,55%,1,764
2896166,148,174,442,46%,54%,1,764
3036589,133,149,479,47%,53%,1,761
3251437,142,162,456,47%,53%,1,760
3286820,144,143,467,50%,50%,1,754
2896050,149,143,462,51%,49%,1,754
2962306,131,143,477,48%,52%,1,751
3158072,126,153,471,45%,55%,1,750
4011814,139,143,452,49%,51%,1,734
3036537,118,144,472,45%,55%,1,734
2896792,126,148,459,46%,54%,1,733
3254314,153,154,424,50%,50%,1,731
2933818,119,144,466,45%,55%,1,729
3036611,120,143,463,46%,54%,1,726
2896619,129,140,456,48%,52%,1,725
3353692,127,148,447,46%,54%,1,722
2898422,128,144,448,47%,53%,1,720
2936174,145,143,430,50%,50%,1,718
2940899,116,140,461,45%,55%,1,717
3036512,115,127,470,48%,52%,1,712
3286810,129,133,447,49%,51%,1,709
4205218,118,126,463,48%,52%,1,707
3286795,127,124,452,51%,49%,1,703
3158073,136,127,439,52%,48%,1,702
3036555,148,135,414,52%,48%,1,697
2954016,122,148,424,45%,55%,1,694
3286791,110,129,454,46%,54%,1,693
3033947,116,126,451,48%,52%,1,693
2896360,133,131,425,50%,50%,1,689
Z062,124,139,425,47%,53%,1,688
2897764,128,146,413,47%,53%,1,687
4108343,117,140,426,46%,54%,1,683
2975564,112,129,442,46%,54%,1,683
2944038,123,149,411,45%,55%,1,683
Z021,110,132,437,45%,55%,1,679
2897604,112,133,426,46%,54%,1,671
3036637,112,130,427,46%,54%,1,669
2947618,133,119,417,53%,47%,1,669
2972828,115,137,412,46%,54%,1,664
3036631,107,126,425,46%,54%,1,658
2933817,116,116,426,50%,50%,1,658
4002374,108,123,425,47%,53%,1,656
3036549,96,113,447,46%,54%,1,656
2897523,127,114,415,53%,47%,1,656
2938580,111,128,416,46%,54%,1,655
2897605,126,118,411,52%,48%,1,655
Z025,117,123,412,49%,51%,1,652
2992651,109,123,420,47%,53%,1,652
2907221,112,133,406,46%,54%,1,651
3974410,112,134,403,46%,54%,1,649
3036558,107,128,412,46%,54%,1,647
2894597,111,133,403,45%,55%,1,647
2760074,111,127,408,47%,53%,1,646
2897978,122,123,400,50%,50%,1,645
3280658,123,129,387,49%,51%,1,639
3031553,109,128,400,46%,54%,1,637
3031556,114,125,396,48%,52%,1,635
2965157,111,130,388,46%,54%,1,629
2900507,112,130,380,46%,54%,1,622
4001182,112,121,388,48%,52%,1,621
3996778,110,134,376,45%,55%,1,620
2918288,98,115,406,46%,54%,1,619
4147118,97,118,402,45%,55%,1,617
2896363,109,129,374,46%,54%,1,612
4153183,102,117,392,47%,53%,1,611
2917908,93,109,409,46%,54%,1,611
3031555,103,118,389,47%,53%,1,610
3036602,100,120,388,45%,55%,1,608
2898787,117,108,383,52%,48%,1,608
2966610,106,123,376,46%,54%,1,605
4203305,103,114,387,47%,53%,1,604
4002322,96,113,395,46%,54%,1,604
3036499,95,113,394,46%,54%,1,602
2972079,111,124,367,47%,53%,1,602
4042419,102,122,375,46%,54%,1,599
3855832,100,118,379,46%,54%,1,597
2965632,105,113,378,48%,52%,1,596
3036578,96,112,385,46%,54%,1,593
3273005,98,114,380,46%,54%,1,592
4211412,104,120,364,46%,54%,1,588
3007625,108,107,371,50%,50%,1,586
3036603,95,114,376,45%,55%,1,585
2985246,106,127,352,45%,55%,1,585
3968426,103,123,358,46%,54%,1,584
Z001,108,108,363,50%,50%,1,579
2893949,101,115,361,47%,53%,1,577
3987291,101,112,363,47%,53%,1,576
3279572,108,122,345,47%,53%,1,575
3036494,106,103,365,51%,49%,1,574
2908830,105,121,342,46%,54%,1,568
4085586,98,115,354,46%,54%,1,567
2914587,92,105,369,47%,53%,1,566
2966062,91,111,362,45%,55%,1,564
2918748,99,106,359,48%,52%,1,564
3036595,96,109,355,47%,53%,1,560
3004866,97,112,350,46%,54%,1,559
2977801,93,99,367,48%,52%,1,559
3317036,94,114,350,45%,55%,1,558
2763348,101,113,344,47%,53%,1,558
3321820,100,114,343,47%,53%,1,557
4204349,102,98,356,51%,49%,1,556
2916030,101,107,348,49%,51%,1,556
3325229,90,106,359,46%,54%,1,555
3968424,109,122,323,47%,53%,1,554
4018627,106,104,343,50%,50%,1,553
2914588,95,106,351,47%,53%,1,552
2914155,101,111,340,48%,52%,1,552
4203106,100,116,335,46%,54%,1,551
3311195,111,108,330,51%,49%,1,549
2895456,99,108,342,48%,52%,1,549
3036541,96,116,334,45%,55%,1,546
3036520,92,111,343,45%,55%,1,546
3036604,88,103,353,46%,54%,1,544
2909377,93,108,343,46%,54%,1,544
4203278,91,101,347,47%,53%,1,539
2996488,93,102,341,48%,52%,1,536
3814113,88,106,340,45%,55%,1,534
3277363,87,103,343,46%,54%,1,533
2990230,93,95,345,49%,51%,1,533
3036498,92,93,347,50%,50%,1,532
3855627,89,104,336,46%,54%,1,529
3036574,93,112,324,45%,55%,1,529
3639899,93,106,328,47%,53%,1,527
2914157,98,97,331,50%,50%,1,526
2904601,120,112,293,52%,48%,1,525
2985159,93,86,345,52%,48%,1,524
Z016,87,103,333,46%,54%,1,523
3313287,88,107,328,45%,55%,1,523
2916412,100,103,320,49%,51%,1,523
Frequency_Vevo_Reggaeton,84,102,336,45%,55%,1,522
3036514,93,99,329,48%,52%,1,521
4197280,100,92,327,52%,48%,1,519
4175140,88,106,324,45%,55%,1,518
3036575,94,108,315,47%,53%,1,517
3007597,91,111,315,45%,55%,1,517
2909376,92,106,319,46%,54%,1,517
3933392,82,100,334,45%,55%,1,516
3318468,79,87,348,48%,52%,1,514
3855619,89,104,320,46%,54%,1,513
3002271,88,104,318,46%,54%,1,510
3855629,78,95,336,45%,55%,1,509
2882616,85,91,333,48%,52%,1,509
3657066,81,97,329,46%,54%,1,507
3002265,91,108,307,46%,54%,1,506
3036591,89,100,315,47%,53%,1,504
2916819,75,86,343,47%,53%,1,504
3317035,85,101,314,46%,54%,1,500
3731898,89,101,308,47%,53%,1,498
3036504,83,86,329,49%,51%,1,498
4210032,100,113,284,47%,53%,1,497
2902606,82,98,315,46%,54%,1,495
2905039,82,96,316,46%,54%,1,494
3036521,88,89,316,50%,50%,1,493
3502879,82,99,311,45%,55%,1,492
4241623,90,106,295,46%,54%,1,491
2966614,91,89,311,51%,49%,1,491
2911390,84,94,313,47%,53%,1,491
3995231,84,90,315,48%,52%,1,489
Z029,84,100,304,46%,54%,1,488
3036552,86,101,300,46%,54%,1,487
2905897,91,85,311,52%,48%,1,487
3814118,79,89,318,47%,53%,1,486
2919107,83,95,308,47%,53%,1,486
3919018,90,80,314,53%,47%,1,484
3179630,84,95,302,47%,53%,1,481
3728759,81,90,307,47%,53%,1,478
4214353,92,94,291,49%,51%,1,477
4211408,78,89,308,47%,53%,1,475
2911867,88,107,280,45%,55%,1,475
Frequency-Latido,90,86,298,51%,49%,1,474
3009933,77,88,307,47%,53%,1,472
4002397,85,100,286,46%,54%,1,471
4068208,82,86,300,49%,51%,1,468
2900795,98,97,273,50%,50%,1,468
2906250,89,103,275,46%,54%,1,467
3851008,87,81,298,52%,48%,1,466
3814096,73,86,304,46%,54%,1,463
4149906,84,89,289,49%,51%,1,462
4002746,88,92,281,49%,51%,1,461
3996637,85,89,287,49%,51%,1,461
3851023,85,87,287,49%,51%,1,459
4001481,88,90,278,49%,51%,1,456
3987363,87,84,285,51%,49%,1,456
3975016,72,84,300,46%,54%,1,456
4203102,75,90,290,45%,55%,1,455
3933386,82,90,283,48%,52%,1,455
3667726,75,89,291,46%,54%,1,455
3034841,84,79,291,52%,48%,1,454
3851005,73,80,300,48%,52%,1,453
3743088,84,84,285,50%,50%,1,453
2935088,80,96,277,45%,55%,1,453
2911865,78,90,285,46%,54%,1,453
Z145,79,90,279,47%,53%,1,448
2999959,76,91,281,46%,54%,1,448
2916817,79,79,290,50%,50%,1,448
3989459,83,92,271,47%,53%,1,446
2915591,77,75,294,51%,49%,1,446
3995933,77,88,280,47%,53%,1,445
3995942,76,75,292,50%,50%,1,443
3174227,71,86,286,45%,55%,1,443
3502883,73,86,283,46%,54%,1,442
3474053,66,80,296,45%,55%,1,442
3502882,74,86,280,46%,54%,1,440
3477182,83,93,263,47%,53%,1,439
2999962,71,81,287,47%,53%,1,439
2905038,80,82,277,49%,51%,1,439
3179226,75,86,277,47%,53%,1,438
2909832,77,83,277,48%,52%,1,437
3711351,81,95,259,46%,54%,1,435
3044188,69,84,282,45%,55%,1,435
2912334,74,79,282,48%,52%,1,435
3502897,72,82,280,47%,53%,1,434
3034842,83,76,274,52%,48%,1,433
3995958,65,79,288,45%,55%,1,432
3743076,85,85,261,50%,50%,1,431
2909830,77,75,279,51%,49%,1,431
3951421,77,88,265,47%,53%,1,430
3715377,74,78,278,49%,51%,1,430
3486235,79,86,265,48%,52%,1,430
3714757,73,70,286,51%,49%,1,429
3569308,74,81,274,48%,52%,1,429
2985141,68,79,282,46%,54%,1,429
2910762,84,87,256,49%,51%,1,427
3740737,74,77,275,49%,51%,1,426
3338074,65,76,283,46%,54%,1,424
3705521,79,80,264,50%,50%,1,423
2991097,78,93,252,46%,54%,1,423
3477179,72,87,261,45%,55%,1,420
3887695,67,79,273,46%,54%,1,419
Z220,72,82,263,47%,53%,1,417
3973939,74,81,262,48%,52%,1,417
3280733,77,79,260,49%,51%,1,416
3068107,67,81,268,45%,55%,1,416
3152993,77,79,259,49%,51%,1,415
2908117,68,79,268,46%,54%,1,415
4203095,78,88,248,47%,53%,1,414
4011753,74,80,260,48%,52%,1,414
3974376,66,80,267,45%,55%,1,413
3514971,72,85,256,46%,54%,1,413
3675225,69,78,265,47%,53%,1,412
3502943,67,80,265,46%,54%,1,412
4197291,73,88,250,45%,55%,1,411
3974186,70,76,265,48%,52%,1,411
3740173,69,81,261,46%,54%,1,411
3172379,73,85,253,46%,54%,1,411
3162430,73,76,262,49%,51%,1,411
3029357,84,70,257,55%,45%,1,411
3747381,69,72,269,49%,51%,1,410
2887135,74,87,248,46%,54%,1,409
3029995,69,74,265,48%,52%,1,408
2901668,65,79,264,45%,55%,1,408
3709337,73,85,249,46%,54%,1,407
3987368,74,90,242,45%,55%,1,406
2894153,71,86,248,45%,55%,1,405
3383663,83,78,243,52%,48%,1,404
3014027,67,70,267,49%,51%,1,404
2996477,82,76,246,52%,48%,1,404
3968975,65,75,263,46%,54%,1,403
2894575,73,76,254,49%,51%,1,403
Z026,79,83,240,49%,51%,1,402
3133930,64,74,263,46%,54%,1,401
4133090,71,75,254,49%,51%,1,400
3987242,66,71,263,48%,52%,1,400
3009935,69,69,262,50%,50%,1,400
2930474,67,65,268,51%,49%,1,400
3280728,74,79,245,48%,52%,1,398
3974167,67,66,263,50%,50%,1,396
3602145,67,79,248,46%,54%,1,394
4197310,63,70,260,47%,53%,1,393
3995760,70,65,258,52%,48%,1,393
2722271,61,68,264,47%,53%,1,393
3703462,73,66,253,53%,47%,1,392
4241616,61,71,259,46%,54%,1,391
3224329,69,63,259,52%,48%,1,391
3695003,71,82,235,46%,54%,1,388
3608685,72,84,232,46%,54%,1,388
3062713,69,80,238,46%,54%,1,387
3479838,66,79,241,46%,54%,1,386
3272660,62,64,260,49%,51%,1,386
3167554,80,75,230,52%,48%,1,385
3034690,66,71,248,48%,52%,1,385
3691588,66,68,250,49%,51%,1,384
3179244,61,66,257,48%,52%,1,384
2982647,66,80,237,45%,55%,1,383
2980172,66,68,248,49%,51%,1,382
3335613,61,69,250,47%,53%,1,380
2912333,73,85,222,46%,54%,1,380
4091332,63,70,246,47%,53%,1,379
3699778,72,78,229,48%,52%,1,379
3671620,70,65,243,52%,48%,1,378
4069489,66,79,232,46%,54%,1,377
2896164,73,76,228,49%,51%,1,377
2767323,66,72,239,48%,52%,1,377
2905880,68,78,229,47%,53%,1,375
3732354,64,75,235,46%,54%,1,374
3691236,68,73,233,48%,52%,1,374
3650468,60,66,248,48%,52%,1,374
3616720,59,72,243,45%,55%,1,374
2684231,68,66,239,51%,49%,1,373
3643848,61,72,239,46%,54%,1,372
3026947,57,64,251,47%,53%,1,372
2917642,64,75,233,46%,54%,1,372
3974435,64,68,238,48%,52%,1,370
3495221,63,76,231,45%,55%,1,370
4173691,66,72,231,48%,52%,1,369
3339736,66,80,223,45%,55%,1,369
2904114,69,71,229,49%,51%,1,369
4032394,58,67,243,46%,54%,1,368
3633916,62,74,232,46%,54%,1,368
3503441,64,78,226,45%,55%,1,368
3245090,58,62,248,48%,52%,1,368
3703460,71,65,231,52%,48%,1,367
3474603,58,68,241,46%,54%,1,367
Z030,69,81,216,46%,54%,1,366
3974913,59,68,239,46%,54%,1,366
3198506,64,69,233,48%,52%,1,366
3676829,64,76,225,46%,54%,1,365
3029987,61,67,237,48%,52%,1,365
3003332,71,68,226,51%,49%,1,365
2792684,58,57,250,50%,50%,1,365
4091481,71,81,212,47%,53%,1,364
2893246,60,73,230,45%,55%,1,363
2684230,59,71,233,45%,55%,1,363
3503458,65,74,223,47%,53%,1,362
3667980,61,66,234,48%,52%,1,361
3503307,62,69,230,47%,53%,1,361
3503290,66,69,226,49%,51%,1,361
3500772,67,65,229,51%,49%,1,361
3026934,68,60,233,53%,47%,1,361
3503324,56,64,240,47%,53%,1,360
3497458,64,78,218,45%,55%,1,360
3469358,62,63,235,50%,50%,1,360
3339733,62,67,231,48%,52%,1,360
3029988,63,73,224,46%,54%,1,360
2969674,67,74,218,48%,52%,1,359
3892426,61,74,223,45%,55%,1,358
3503365,72,66,220,52%,48%,1,358
3731836,72,80,205,47%,53%,1,357
3502938,66,80,210,45%,55%,1,356
3016816,61,66,229,48%,52%,1,356
3006088,58,61,236,49%,51%,1,355
2901246,65,73,217,47%,53%,1,355
3818144,65,75,214,46%,54%,1,354
3619121,61,73,219,46%,54%,1,353
2997594,68,71,214,49%,51%,1,353
4232445,61,66,225,48%,52%,1,352
3026468,58,64,229,48%,52%,1,351
3025525,63,73,215,46%,54%,1,351
4019452,68,75,207,48%,52%,1,350
3882800,59,63,228,48%,52%,1,350
4264649,53,63,233,46%,54%,1,349
3503377,62,63,224,50%,50%,1,349
4218663,50,61,237,45%,55%,1,348
4197308,58,64,226,48%,52%,1,348
3631053,57,68,223,46%,54%,1,348
3621157,60,68,220,47%,53%,1,348
3503305,54,63,231,46%,54%,1,348
3254697,71,67,210,51%,49%,1,348
3106832,60,63,225,49%,51%,1,348
2936381,67,76,205,47%,53%,1,348
3632902,72,73,201,50%,50%,1,346
3067176,61,72,213,46%,54%,1,346
2994963,73,72,201,50%,50%,1,346
3469356,56,65,224,46%,54%,1,345
3003333,51,62,232,45%,55%,1,345
2898415,63,64,218,50%,50%,1,345
3848494,59,66,219,47%,53%,1,344
3809364,60,70,214,46%,54%,1,344
3494814,57,67,220,46%,54%,1,344
4253963,63,76,204,45%,55%,1,343
3446677,60,59,224,50%,50%,1,343
4101250,60,70,212,46%,54%,1,342
3996633,70,64,208,52%,48%,1,342
3014057,63,65,214,49%,51%,1,342
3854644,69,77,195,47%,53%,1,341
3699780,61,63,217,49%,51%,1,341
3695138,59,65,216,48%,52%,1,340
3503428,63,66,211,49%,51%,1,340
3108022,60,70,210,46%,54%,1,340
2997588,58,60,222,49%,51%,1,340
2934464,57,63,220,48%,53%,1,340
4011853,56,62,220,47%,53%,1,338
3705508,57,65,215,47%,53%,1,337
3968481,63,63,210,50%,50%,1,336
3894151,58,60,215,49%,51%,1,333
2997590,60,68,205,47%,53%,1,333
3987342,70,58,204,55%,45%,1,332
3619119,56,57,219,50%,50%,1,332
3012223,62,67,203,48%,52%,1,332
2945248,53,62,217,46%,54%,1,332
3543264,62,75,194,45%,55%,1,331
3503313,62,62,207,50%,50%,1,331
3155635,61,68,202,47%,53%,1,331
3026954,57,56,218,50%,50%,1,331
Z049,52,62,216,46%,54%,1,330
3995384,59,61,210,49%,51%,1,330
3732456,61,68,201,47%,53%,1,330
4007985,59,64,206,48%,52%,1,329
3026948,47,49,233,49%,51%,1,329
3647579,58,64,206,48%,52%,1,328
3502945,58,68,202,46%,54%,1,328
3981513,55,56,216,50%,50%,1,327
3678007,54,56,217,49%,51%,1,327
4200717,60,58,208,51%,49%,1,326
4103207,55,54,217,50%,50%,1,326
4034560,59,66,201,47%,53%,1,326
3987328,46,56,224,45%,55%,1,326
3608731,56,65,205,46%,54%,1,326
4241655,58,61,206,49%,51%,1,325
3182987,55,65,205,46%,54%,1,325
2765025,52,60,213,46%,54%,1,325
4018618,53,57,213,48%,52%,1,323
3974275,54,64,205,46%,54%,1,323
3503375,58,69,196,46%,54%,1,323
3995237,55,58,208,49%,51%,1,321
3502960,59,63,199,48%,52%,1,321
3851584,55,65,199,46%,54%,1,319
3624273,62,70,187,47%,53%,1,319
4200714,57,64,197,47%,53%,1,318
3718917,57,62,198,48%,52%,1,317
3037738,49,53,215,48%,52%,1,317
2997675,52,50,215,51%,49%,1,317
3691278,58,60,198,49%,51%,1,316
3503417,56,62,198,47%,53%,1,316
3536074,46,56,213,45%,55%,1,315
3029932,54,56,205,49%,51%,1,315
3892428,50,61,203,45%,55%,1,314
3668207,54,62,198,47%,53%,1,314
3026937,50,59,205,46%,54%,1,314
4018616,57,62,194,48%,52%,1,313
3974412,57,69,187,45%,55%,1,313
3630999,61,57,195,52%,48%,1,313
3029997,66,67,180,50%,50%,1,313
3829635,59,54,199,52%,48%,1,312
3026936,48,56,208,46%,54%,1,312
3302306,49,52,210,49%,51%,1,311
2982682,50,58,203,46%,54%,1,311
3668185,55,63,192,47%,53%,1,310
3503389,55,64,191,46%,54%,1,310
2768661,58,64,188,48%,52%,1,310
3505801,58,58,193,50%,50%,1,309
3029990,63,60,186,51%,49%,1,309
2792997,58,62,189,48%,52%,1,309
4012453,61,67,180,48%,52%,1,308
4011756,53,53,202,50%,50%,1,308
3987216,58,57,193,50%,50%,1,308
4175533,54,53,200,50%,50%,1,307
3837177,56,67,183,46%,54%,1,306
3833325,59,67,180,47%,53%,1,306
3668210,54,65,187,45%,55%,1,306
3632894,58,57,191,50%,50%,1,306
3198535,52,57,197,48%,52%,1,306
3849165,51,57,197,47%,53%,1,305
3722622,62,70,173,47%,53%,1,305
2792375,47,57,201,45%,55%,1,305
3815282,56,50,198,53%,47%,1,304
3353677,59,55,190,52%,48%,1,304
4218854,58,65,180,47%,53%,1,303
4190698,63,66,174,49%,51%,1,303
3915626,60,55,188,52%,48%,1,303
3034810,52,55,196,49%,51%,1,303
3969531,46,53,203,46%,54%,1,302
3892420,48,51,203,48%,52%,1,302
3029919,56,66,180,46%,54%,1,302
3016843,55,67,180,45%,55%,1,302
3889117,52,63,186,45%,55%,1,301
3026946,50,61,190,45%,55%,1,301
3256782,49,56,195,47%,53%,1,300
2997672,49,54,197,48%,52%,1,300
4091675,52,61,186,46%,54%,1,299
3077716,53,62,184,46%,54%,1,299
4197439,47,56,195,46%,54%,1,298
3709413,53,60,185,47%,53%,1,298
2933886,52,63,183,45%,55%,1,298
3889123,58,62,177,48%,52%,1,297
4056725,64,57,175,53%,47%,1,296
3968473,58,56,182,51%,49%,1,296
3947009,54,54,188,50%,50%,1,296
3861464,51,51,194,50%,50%,1,296
2920682,44,48,204,48%,52%,1,296
Z105,57,60,178,49%,51%,1,295
4206481,58,56,181,51%,49%,1,295
4197396,49,59,187,45%,55%,1,295
3987327,50,54,191,48%,52%,1,295
3877538,55,63,177,47%,53%,1,295
2961058,46,56,193,45%,55%,1,295
2909821,49,51,195,49%,51%,1,295
4253984,59,58,177,50%,50%,1,294
3247473,51,62,181,45%,55%,1,294
2686640,63,65,166,49%,51%,1,294
3981530,52,61,180,46%,54%,1,293
3029943,52,56,185,48%,52%,1,293
2951601,52,63,178,45%,55%,1,293
3974269,46,53,193,46%,54%,1,292
3560847,58,54,179,52%,48%,1,291
3021446,51,56,184,48%,52%,1,291
3164432,50,51,189,50%,50%,1,290
4203093,52,56,181,48%,52%,1,289
3055390,49,57,183,46%,54%,1,289
3919098,60,60,168,50%,50%,1,288
3709410,51,56,181,48%,52%,1,288
3622434,50,56,182,47%,53%,1,288
2765768,48,52,188,48%,52%,1,288
4276316,46,54,187,46%,54%,1,287
3037735,53,58,176,48%,52%,1,287
4242782,53,57,176,48%,52%,1,286
4138661,50,56,180,47%,53%,1,286
4125128,45,49,192,48%,52%,1,286
4003003,50,54,182,48%,52%,1,286
4069248,60,63,162,49%,51%,1,285
3877540,57,57,171,50%,50%,1,285
3092514,44,52,189,46%,54%,1,285
3019230,44,53,188,45%,55%,1,285
4092385,50,51,183,50%,50%,1,284
3029986,43,52,189,45%,55%,1,284
4200719,59,67,157,47%,53%,1,283
4174844,51,62,170,45%,55%,1,283
4011763,53,46,184,54%,46%,1,283
3987085,48,52,183,48%,52%,1,283
3824976,48,57,178,46%,54%,1,283
3528515,43,47,193,48%,52%,1,283
3073858,46,43,194,52%,48%,1,283
3029933,56,67,160,46%,54%,1,283
3029927,45,54,184,45%,55%,1,283
4197460,51,45,186,53%,47%,1,282
3588638,41,45,196,48%,52%,1,282
3247439,57,56,169,50%,50%,1,282
3899198,46,55,180,46%,54%,1,281
2686090,47,55,179,46%,54%,1,281
3247801,46,56,178,45%,55%,1,280
3087965,44,49,187,47%,53%,1,280
3010175,45,53,182,46%,54%,1,280
2995031,50,47,183,52%,48%,1,280
2918743,55,58,166,49%,51%,1,279
4143435,50,47,181,52%,48%,1,278
4068126,48,56,174,46%,54%,1,278
3247506,47,48,183,49%,51%,1,278
2977766,49,52,177,49%,51%,1,278
4046136,51,57,169,47%,53%,1,277
3026797,49,56,172,47%,53%,1,277
4091319,46,52,178,47%,53%,1,276
3996664,47,54,175,47%,53%,1,276
2972937,51,50,175,50%,50%,1,276
2936806,48,56,171,46%,54%,1,275
3979659,48,53,173,48%,52%,1,274
3870741,48,50,176,49%,51%,1,274
3870738,58,56,160,51%,49%,1,274
4197272,44,53,176,45%,55%,1,273
4175534,54,51,168,51%,49%,1,273
4042360,51,57,164,47%,53%,1,272
4038739,60,53,159,53%,47%,1,272
3972492,54,56,162,49%,51%,1,272
3555476,41,47,184,47%,53%,1,272
3029961,41,42,189,49%,51%,1,272
4206483,44,53,174,45%,55%,1,271
3829628,42,51,178,45%,55%,1,271
3032629,48,58,165,45%,55%,1,271
Z011,41,45,184,48%,52%,1,270
3979661,43,48,179,47%,53%,1,270
3976012,50,55,165,48%,52%,1,270
3066648,48,47,175,51%,49%,1,270
2972941,51,60,158,46%,54%,1,269
4036389,52,50,166,51%,49%,1,268
3469014,45,51,172,47%,53%,1,268
3279658,37,43,188,46%,54%,1,268
3247477,45,52,171,46%,54%,1,268
4197465,49,49,169,50%,50%,1,267
3029900,48,55,164,47%,53%,1,267
3003381,52,54,161,49%,51%,1,267
Z036,45,50,171,47%,53%,1,266
4079962,47,56,163,46%,54%,1,266
3247438,47,51,168,48%,52%,1,266
2967216,49,56,161,47%,53%,1,266
4038741,52,50,163,51%,49%,1,265
3389343,44,47,174,48%,52%,1,265
4196638,42,43,179,49%,51%,1,264
3970060,42,50,172,46%,54%,1,264
3957141,49,46,169,52%,48%,1,264
3824983,52,48,164,52%,48%,1,264
2945396,50,51,163,50%,50%,1,264
3972486,42,46,175,48%,52%,1,263
3919563,50,52,161,49%,51%,1,263
4197266,45,49,168,48%,52%,1,262
3919074,52,62,148,46%,54%,1,262
3032523,44,53,165,45%,55%,1,262
3029968,47,55,160,46%,54%,1,262
3057740,47,57,157,45%,55%,1,261
3032522,41,48,172,46%,54%,1,261
3002307,49,52,160,49%,51%,1,261
2924486,44,49,168,47%,53%,1,261
4196639,45,49,166,48%,52%,1,260
3986598,45,52,163,46%,54%,1,260
3974368,46,52,162,47%,53%,1,260
3919099,51,46,163,53%,47%,1,260
3029944,43,52,165,45%,55%,1,260
3029913,55,49,156,53%,47%,1,260
2922211,44,53,163,45%,55%,1,260
2911384,52,55,153,49%,51%,1,260
4197296,54,58,147,48%,52%,1,259
3919084,55,46,158,54%,46%,1,259
3995195,50,51,157,50%,50%,1,258
3981479,38,44,176,46%,54%,1,258
2945255,43,46,169,48%,52%,1,258
4263403,44,46,167,49%,51%,1,257
4200734,52,51,154,50%,50%,1,257
4197264,51,51,155,50%,50%,1,257
4101221,41,50,166,45%,55%,1,257
4101218,47,55,155,46%,54%,1,257
4058166,44,49,164,47%,53%,1,257
3974170,45,48,164,48%,52%,1,257
4200721,46,55,155,46%,54%,1,256
4046500,46,48,162,49%,51%,1,256
3497459,44,53,159,45%,55%,1,256
3247475,42,41,173,51%,49%,1,256
3177185,49,58,149,46%,54%,1,256
3029897,50,57,149,47%,53%,1,256
2915584,45,53,158,46%,54%,1,256
3026805,48,53,154,48%,52%,1,255
Z067,44,51,159,46%,54%,1,254
4204350,48,53,153,48%,52%,1,254
3247445,43,50,161,46%,54%,1,254
3029959,46,44,163,51%,49%,1,253
3029909,40,46,167,47%,53%,1,253
3972497,49,51,152,49%,51%,1,252
3247520,52,54,146,49%,51%,1,252
3247511,39,46,167,46%,54%,1,252
3029983,43,36,173,54%,46%,1,252
2925291,50,57,145,47%,53%,1,252
4091379,46,53,152,46%,54%,1,251
4002407,48,47,156,51%,49%,1,251
3919061,37,45,169,45%,55%,1,251
3019092,42,39,170,52%,48%,1,251
3003405,42,50,159,46%,54%,1,251
2686104,49,47,155,51%,49%,1,251
4220857,44,53,153,45%,55%,1,250
3979660,38,46,166,45%,55%,1,250
3933396,43,44,163,49%,51%,1,250
3004757,44,42,164,51%,49%,1,250
3003401,46,51,153,47%,53%,1,250
4143968,44,52,153,46%,54%,1,249
3026851,47,47,155,50%,50%,1,249
4046068,36,43,169,46%,54%,1,248
4000946,52,49,147,51%,49%,1,248
3984762,44,47,157,48%,52%,1,248
4242747,39,47,161,45%,55%,1,247
4200729,46,51,150,47%,53%,1,247
4134632,35,40,172,47%,53%,1,247
3996638,40,45,162,47%,53%,1,247
3187763,31,36,180,46%,54%,1,247
2925658,41,46,160,47%,53%,1,247
4143962,45,54,147,45%,55%,1,246
3032520,42,45,159,48%,52%,1,246
